SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
26396.*A,AIRPORT,BFI,9/20/12,ANM,SEA,WA,WASHINGTON,KING,WA,SEATTLE,BOEING FIELD/KING COUNTY INTL,PU,PU,KING COUNTY,516 THIRD AVE,"SEATTLE, WA 98104",    206-296-4040,ROBERT I. BURKE AAE,7277 PERIMETER ROAD SOUTH,"SEATTLE, WA 98108-3844",    206-296-7380,47-31-48.0000N,171108.0000N,122-18-07.1000W,440287.1000W,E,21,S,20E,1990,,SEATTLE,4,S,634,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,BFI,Y,11/1/38,O,II A S 01/1974,NGPY3,NOT ANALYZED,Y,N,N,Y,F,F,2162011,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,N,CG,Y,,237,79,76,32,1,2,0,11720,,59225,54010,101724,551,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
26395.*A,AIRPORT,SEA,9/20/12,ANM,SEA,WA,WASHINGTON,KING,WA,SEATTLE,SEATTLE-TACOMA INTL,PU,PU,PORT OF SEATTLE,BOX 1209,"SEATTLE, WA 98111",    206-787-3000,MARK REIS,BOX 68727,"SEATTLE, WA 98168",    206-787-4682,47-26-59.6000N,170819.6000N,122-18-42.4000W,440322.4000W,E,433,S,17E,2010,,SEATTLE,10,S,2500,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1/1/44,O,I E S 05/1973,NGY3,NOT ANALYZED,N,Y,N,Y,F,F,1302012,,100LLA    A1,NONE,NONE,NONE,NONE,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,0,0,2,0,,,,295763,,15327,3708,0,149,12/31/11,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,CARGO,CHTR",Y-L
26405.*A,AIRPORT,SHN,9/20/12,ANM,SEA,WA,WASHINGTON,MASON,WA,SHELTON,SANDERSON FIELD,PU,PU,PORT OF SHELTON,21 WEST SANDERSON WAY,"SHELTON, WA 98584",    360-426-1151,BOB ROBINSON,21 WEST SANDERSON WAY,"SHELTON, WA 98584",    360-426-1151,47-14-00.8000N,170040.8000N,123-08-51.2000W,443331.2000W,E,273,S,19E,2000,,SEATTLE,3,NW,1054,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SHN,Y,12/1/38,O,,NGPY,NOT ANALYZED,N,N,N,Y,S,C,3172008,10011982,100LLA,MAJOR,MAJOR,NONE,NONE,,SS-SR,N,122.8,122.8,Y,CG,N,,56,2,0,9,,,3,,,130,6552,15639,21888,12/31/07,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"CHTR,INSTR,PAJA,RNTL",Y-L
26416.*A,AIRPORT,GEG,9/20/12,ANM,SEA,WA,WASHINGTON,SPOKANE,WA,SPOKANE,SPOKANE INTL,PU,PU,SPOKANE COUNTY-CITY,ARPT BOARD BOX 19186,"SPOKANE, WA 99219",    509-455-6455,LAWRENCE J KRAUTER,"9000 W AIRPORT DR., SUITE 204","SPOKANE, WA 99224",    509-455-6419,47-37-08.5000N,171428.5000N,117-32-06.8000W,423126.8000W,E,2385,S,18E,2000,,SEATTLE,5,SW,4753,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,GEG,Y,8/1/43,O,I B S 05/1973,NGPY,NOT ANALYZED,Y,N,Y,Y,F,F,1122012,,100  100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,43,18,5,1,,,,37430,,13568,10837,14121,1618,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,INSTR,RNTL,SALES",Y-L
26434.4*A,AIRPORT,TIW,9/20/12,ANM,SEA,WA,WASHINGTON,PIERCE,WA,TACOMA,TACOMA NARROWS,PU,PU,PIERCE COUNTY PUB WORKS & UTILITIES,"ENVIRONMENTAL SERVICES BUILDING, 9850 64TH STREET WEST","UNIVERSITY PLACE, WA 98467",    253-798-7109,DEB WALLACE,"ENVIRONMENTAL SERVICES BUILDING, 9850 64TH STREET WEST","UNIVERSITY PLACE, WA 98467",    253-798-7109,47-16-04.6000N,170164.6000N,122-34-41.2000W,441281.2000W,E,294,S,20E,1990,1000,SEATTLE,4,W,644,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,TIW,Y,,O,,NGY,NO OBJECTION,N,Y,N,Y,S,C,7282011,,100LLA,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,Y,122.95,118.5,Y,CG,Y,,104,15,6,7,,,,,,1400,31900,44300,1241,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
26450.*A,AIRPORT,ALW,9/20/12,ANM,SEA,WA,WASHINGTON,WALLA WALLA,WA,WALLA WALLA,WALLA WALLA RGNL,PU,PU,PORT OF WALLA WALLA,310 A STREET,"WALLA WALLA, WA 99362",    509-525-3100,JENNIFER SKOGLUND,"310 A STREET, 310 A STREET","WALLA WALLA, WA 99362",    509-525-3100,46-05-41.2000N,165941.2000N,118-17-20.4000W,425840.4000W,E,1194,S,20E,1980,,SEATTLE,3,NE,2319,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,ALW,Y,10/1/37,O,I A S 05/1973,NGP3,NOT ANALYZED,N,N,N,Y,F,F,1272009,,100LLA,MAJOR,MAJOR,,LOW,SEE RMK,SS-SR,Y,,118.5,N,CG,N,,100,20,3,1,1,,2,1008,,909,15993,11623,89,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AGRI,CHTR,INSTR,RNTL,SALES",Y-L
26461.*A,AIRPORT,EAT,9/20/12,ANM,SEA,WA,WASHINGTON,DOUGLAS,WA,WENATCHEE,PANGBORN MEMORIAL,PU,PU,PORTS CHELAN&DOUGLAS CNTY,ONE PANGBORN DRIVE,"EAST WENATCHEE, WA 98802",    509-884-2494,RON RUSS,ONE PANGBORN DRIVE,"EAST WENATCHEE, WA 98802",    509-884-2494,47-23-53.1213N,170633.1213N,120-12-20.6547W,432740.6547W,E,1249,S,19E,1995,,SEATTLE,4,E,636,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,EAT,Y,8/1/42,O,I B S 05/1973,NGY3,NOT ANALYZED,N,N,N,Y,F,F,3162012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,123,123,Y,CG,Y,,82,6,12,5,10,,2,2036,,4486,24878,9140,100,1/1/12,FAA-EST,00:00.0,NGS,00:00.0,,TIE,"AFRT,AGRI,AMB,CHTR,GLD,INSTR,RNTL,SALES,TOW",Y-L
26480.*A,AIRPORT,YKM,9/20/12,ANM,SEA,WA,WASHINGTON,YAKIMA,WA,YAKIMA,YAKIMA AIR TERMINAL/MCALLISTER FIELD,PU,PU,CITY AND COUNTY OF YAKIMA,2400 WEST WASHINGTON AVE,"YAKIMA, WA 98903",    509-575-6150,CARL LEE REMMEL,2400 WEST WASHINGTON AVE,"YAKIMA, WA 98903",    509-575-6149,46-34-05.4000N,167645.4000N,120-32-38.6000W,433958.6000W,E,1099,S,16E,2010,,SEATTLE,3,S,825,ZSE,ZCS,SEATTLE,,,,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,YKM,Y,11/1/37,O,I A S 05/1973,NGY3,NOT ANALYZED,,,N,Y,F,F,3142012,,100LLA,MAJOR,MAJOR,HIGH,HIGH,,SEE RMK,Y,122.95,133.25,Y,CG,N,,138,18,4,2,0,,,2037,,5149,18762,17570,2338,1/1/12,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
27013.1*A,AIRPORT,ATW,9/20/12,AGL,MSP,WI,WISCONSIN,OUTAGAMIE,WI,APPLETON,OUTAGAMIE COUNTY RGNL,PU,PU,OUTAGAMIE COUNTY,W6390 CHALLENGER DR-SUITE 201,"APPLETON, WI 54915",    920-832-5267,MARTIN P. LENSS,W6390 CHALLENGER DR-SUITE 201,"APPLETON, WI 54914-9119",    920-832-5267,44-15-29.1000N,159329.1000N,088-31-08.7000W,318668.7000W,E,918,S,02W,1995,,GREEN BAY,3,W,1638,ZAU,ZCG,CHICAGO,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ATW,Y,5/1/65,O,I B S 11/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,6202012,,100LLA1+  MOGAS,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.6,N,CG,N,,52,13,4,,,,,2010,,12818,5748,13271,82,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
27020.*A,AIRPORT,ASX,9/20/12,AGL,MSP,WI,WISCONSIN,ASHLAND,WI,ASHLAND,JOHN F KENNEDY MEMORIAL,PU,PU,COUNTY & CITY OF ASHLAND,,"ASHLAND, WI 54806",    715-682-7070,JOHN SILL,24375 GARDEN LAKE RD,"CABLE, WI 54821",    715-685-0285,46-32-54.7000N,167574.7000N,090-55-08.3000W,327308.3000W,E,827,S,02E,1980,,GREEN BAY,2,SW,511,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ASX,Y,9/1/58,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,8262010,,100LLA    A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,29,1,1,0,,,2,,,500,5000,5000,25,9/22/10,NGS,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",INSTR,Y-L
27115.*A,AIRPORT,CLI,9/20/12,AGL,MSP,WI,WISCONSIN,WAUPACA,WI,CLINTONVILLE,CLINTONVILLE MUNI,PU,PU,CITY OF CLINTONVILLE,CITY HALL; 50 TENTH STREET,"CLINTONVILLE, WI 54929",    715-823-7600,MIKE MC CORD,50 10TH ST,"CLINTONVILLE, WI 54929",    715-823-7690,44-36-47.8060N,160607.8060N,088-43-50.5110W,319430.5110W,E,822,S,02W,1995,,GREEN BAY,1,SE,533,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,CLI,Y,2/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6152011,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,122.8,122.8,N,CG,N,,16,1,0,0,,,,,,750,5000,5730,20,6/15/11,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL",Y-L
27166.*A,AIRPORT,EGV,9/20/12,AGL,MSP,WI,WISCONSIN,VILAS,WI,EAGLE RIVER,EAGLE RIVER UNION,PU,PU,CITY OF EAGLE RIVER,PO BOX 2320,"EAGLE RIVER, WI 54521",    715-479-7442,ROBERT HOM,PO BOX 2320,"EAGLE RIVER, WI 54521",    715-479-7442,45-55-56.4000N,165356.4000N,089-16-05.8000W,321365.8000W,E,1642,S,02W,1995,,GREEN BAY,0,NW,588,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,EGV,Y,2/1/38,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,9012011,,100LLA+,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,61,8,1,3,,,6,220,,2376,8400,9600,30,9/1/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L
27170.*A,AIRPORT,EAU,9/20/12,AGL,MSP,WI,WISCONSIN,CHIPPEWA,WI,EAU CLAIRE,CHIPPEWA VALLEY RGNL,PU,PU,EAU CLAIRE COUNTY,721 OXFORD AVE,"EAU CLAIRE, WI 54701",    715-839-4900,CHARITY SPEICH,3800 STARR AVE,"EAU CLAIRE, WI 54703",    715-839-4900,44-51-56.8963N,161516.8963N,091-29-03.3186W,329343.3186W,E,913,S,01E,1995,1000,GREEN BAY,3,N,1100,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,EAU,Y,11/1/44,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,11292011,,100LLA,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,118.575,Y,CG,N,,60,10,7,1,,,,52,,5295,6835,17220,815,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L
27200.*A,AIRPORT,FLD,9/20/12,AGL,MSP,WI,WISCONSIN,FOND DU LAC,WI,FOND DU LAC,FOND DU LAC COUNTY,PU,PU,FOND DU LAC COUNTY,160 S MACY,"FOND DU LAC, WI 54935",    920-922-4162,JOHN WEHNER,N 6308 ROLLING MEADOWS DRIVE,"FOND DU LAC, WI 54937",    920-922-6000,43-46-16.2000N,157576.2000N,088-29-18.3000W,318558.3000W,E,808,S,00E,1980,1000,CHICAGO,1,W,586,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,FLD,Y,10/1/58,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,8092011,,100LLA1,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,58,8,1,1,,,,,,3200,35000,24700,150,8/9/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L
27234.*A,AIRPORT,GRB,9/20/12,AGL,MSP,WI,WISCONSIN,BROWN,WI,GREEN BAY,AUSTIN STRAUBEL INTL,PU,PU,BROWN COUNTY,2077 AIRPORT DRIVE,"GREEN BAY, WI 54313-5596",    920-498-4800,THOMAS MILLER,2077 AIRPORT DRIVE,"GREEN BAY, WI 54313-5596",    920-498-4800,44-29-04.7000N,160144.7000N,088-07-47.0000W,317267.0000W,E,695,S,02W,1985,,GREEN BAY,7,SW,2441,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,12/1/48,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,6152011,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,,118.7,N,CG,,,83,32,16,5,,,1,6873,,15224,33679,24793,3466,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",,Y-L
27272.*A,AIRPORT,JVL,9/20/12,AGL,MSP,WI,WISCONSIN,ROCK,WI,JANESVILLE,SOUTHERN WISCONSIN RGNL,PU,PU,ROCK COUNTY,51 SOUTH MAIN ST,"JANESVILLE, WI 53545",    608-757-5768,RON BURDICK,4004 SOUTH OAKHILL,"JANESVILLE, WI 53545",    608-757-5768,42-37-12.9000N,153432.9000N,089-02-29.6000W,320549.6000W,E,807,S,02W,2005,1000,CHICAGO,3,SW,1343,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,JVL,Y,4/1/46,O,IV A U 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,1202010,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,N,,47,6,9,3,,,,191,,2878,18238,26289,1608,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AVNCS,CHTR,INSTR,RNTL",Y-L
27286.1*A,AIRPORT,ENW,9/20/12,AGL,MSP,WI,WISCONSIN,KENOSHA,WI,KENOSHA,KENOSHA RGNL,PU,PU,CITY OF KENOSHA,625 52ND ST,"KENOSHA, WI 53140",    262-653-4020,WAYDE BUCK,9900 52ND ST,"KENOSHA, WI 53144",    262-653-4160,42-35-44.5000N,153344.5000N,087-55-40.1000W,316540.1000W,E,742,S,02W,1990,,CHICAGO,4,W,959,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ENW,Y,5/1/59,O,,NGY,NO OBJECTION,N,Y,N,Y,F,S,9082010,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.6,Y,CG,N,,130,18,12,4,,,,,,2410,23965,27689,245,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27304.*A,AIRPORT,LSE,9/20/12,AGL,MSP,WI,WISCONSIN,LA CROSSE,WI,LA CROSSE,LA CROSSE MUNI,PU,PU,CITY OF LA CROSSE,2850 AIRPORT ROAD,"LA CROSSE, WI 54603",    608-789-7464,"CLINT TORP, INTERIM MANAGER",2850 AIRPORT ROAD,"LA CROSSE, WI 54603-1264",    608-789-7456,43-52-45.4000N,157965.4000N,091-15-23.9000W,328523.9000W,E,655,S,02E,1985,,CHICAGO,4,NW,1380,ZMP,ZCP,MINNEAPOLIS,,,,,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,LSE,Y,2/1/38,O,I B S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,11182010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.45,Y,CG,N,,68,6,9,1,,,,653,,8055,12402,7367,1732,12/31/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
27346.*A,AIRPORT,MSN,9/20/12,AGL,MSP,WI,WISCONSIN,DANE,WI,MADISON,DANE COUNTY RGNL-TRUAX FIELD,PU,PU,DANE COUNTY,4000 INTERNATIONAL LANE,"MADISON, WI 53704",    608-246-3380,"BRADLEY S. LIVINGSTON, AAE",4000 INTERNATIONAL LANE,"MADISON, WI 53704",    608-246-3380,43-08-23.5649N,155303.5649N,089-20-15.0161W,321615.0161W,E,886,S,00E,1990,,CHICAGO,5,NE,3500,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MSN,Y,9/1/37,O,I C S 05/1973,NGPY,NO OBJECTION,N,N,Y,Y,F,F,6292012,,100LLA,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,119.3,N,CG,N,,87,14,25,15,,22,,8476,,24111,17302,28328,5046,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27356.*A,AIRPORT,MFI,9/20/12,AGL,MSP,WI,WISCONSIN,WOOD,WI,MARSHFIELD,MARSHFIELD MUNI,PU,PU,CITY OF MARSHFIELD,P.O. BOX 727,"MARSHFIELD, WI 54449-0727",    715-384-2919,HAROLD GAIER,210 W 29TH ST,"MARSHFIELD, WI 54449",    715-387-2211,44-38-12.7670N,160692.7670N,090-11-21.5760W,324681.5760W,E,1278,S,00E,1995,,GREEN BAY,1,S,552,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MFI,Y,9/1/45,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,6012011,,100LLA,MAJOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,13,3,0,1,,,,,,2500,10000,10400,150,6/1/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L
27388.*A,AIRPORT,MKE,9/20/12,AGL,MSP,WI,WISCONSIN,MILWAUKEE,WI,MILWAUKEE,GENERAL MITCHELL INTL,PU,PU,MILWAUKEE COUNTY,907 N 10TH ST,"MILWAUKEE, WI 53233",    414-747-5300,C.B. BATEMAN,5300 S HOWELL AVE,"MILWAUKEE, WI 53207",    414-747-5300,42-56-48.9505N,154608.9505N,087-53-49.4464W,316429.4464W,E,729,S,02W,1995,,CHICAGO,5,S,2180,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MKE,Y,,O,I C S 05/1973,NGY3,NO OBJECTION,N,Y,Y,Y,F,F,11082011,,100LLA,MAJOR,MAJOR,NONE,HIGH,,,Y,122.95,,N,CG,N,,6,17,13,,,10,,80935,,86551,160,14615,1456,8/31/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27393.1*A,AIRPORT,ARV,9/20/12,AGL,MSP,WI,WISCONSIN,VILAS,WI,MINOCQUA-WOODRUFF,LAKELAND/NOBLE F. LEE MEMORIAL FIELD,PU,PU,LAKELAND AIRPORT COMMISSION,1545 N. FARMING RD.,"WOODRUFF, WI 54568",    715-356-3891,JON SCHMITZ,1545 N. FARMING RD,"WOODRUFF, WI 54568",    715-356-4340,45-55-40.5000N,165340.5000N,089-43-51.4000W,323031.4000W,E,1629,S,02W,2010,1000,GREEN BAY,3,NW,520,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ARV,Y,12/1/45,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,9012011,,100LLA1+,MINOR,MINOR,NONE,,SEE RMK,SS-SR,N,122.7,122.7,N,CG,N,,25,2,0,0,,,,,,3180,9000,15000,10,9/1/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L
27406.31*A,AIRPORT,CWA,9/20/12,AGL,MSP,WI,WISCONSIN,MARATHON,WI,MOSINEE,CENTRAL WISCONSIN,PU,PU,MARATHON AND PORTAGE CO,200 CWA DR. SUITE 201,"MOSINEE, WI 54455",    715-693-2147,TONY YARON,200 CWA DR. SUITE 201,"MOSINEE, WI 54455",    715-693-2147,44-46-39.4452N,161199.4452N,089-40-00.4009W,322800.4009W,E,1277,S,00E,1985,,GREEN BAY,3,SE,1800,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,CWA,Y,10/1/69,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,8242011,,100LLA,MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,Y,122.95,119.75,N,CG,N,,20,4,1,0,,,,124,,12215,1712,4386,717,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,"AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L
27469.*A,AIRPORT,OSH,9/20/12,AGL,MSP,WI,WISCONSIN,WINNEBAGO,WI,OSHKOSH,WITTMAN RGNL,PU,PU,WINNEBAGO COUNTY,415 JACKSON ST,"OSHKOSH, WI 54901",    920-236-4930,PETER MOLL,525 W 20TH ST,"OSHKOSH, WI 54901",    920-236-4930,43-59-04.1681N,158344.1681N,088-33-24.9655W,318804.9655W,E,808,S,01E,1975,1000,CHICAGO,2,S,1392,ZAU,ZCG,CHICAGO,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,OSH,Y,10/1/37,O,,NGY3,NO OBJECTION,N,N,N,Y,F,S,9242010,,100LLA+,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.5,Y,CG,N,,121,37,5,1,,,,0,,827,42708,46990,446,12/31/10,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
27484.*A,AIRPORT,PBH,9/20/12,AGL,MSP,WI,WISCONSIN,PRICE,WI,PHILLIPS,PRICE COUNTY,PU,PU,PRICE COUNTY,126 CHERRY ST.,"PHILLIPS, WI 54555",    715-339-3325,CHRIS HALLSTRAND,PRICE CO ARPT N1205 ARPT RD,"PHILLIPS, WI 54555",    715-339-3701,45-42-32.2000N,164552.2000N,090-24-09.0000W,325449.0000W,E,1496,S,00E,1985,,GREEN BAY,1,NW,518,ZMP,ZCP,MINNEAPOLIS,,,,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,PBH,Y,5/1/45,O,,NGY,NO OBJECTION,N,N,N,N,S,S,8162011,,100LLA    MOGAS,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,12,0,1,0,,,1,,,2800,8000,7200,100,9/16/08,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,INSTR,Y-L
